anime_id,Name,English name,Other name,Score,Genres,Synopsis,Type,Episodes,Aired,Premiered,Status,Producers,Licensors,Studios,Source,Duration,Rating,Rank,Popularity,Favorites,Scored By,Members,Image URL
54525,Nabiya feat. ZION.T,NA B YA feat. ZION.T,나비야,UNKNOWN,Avant Garde,"Music video for the song Nabiya by PEEJAY feat. ZION.T. 

A private detective is eager to seek out a mysterious cat in the city late at night.",Music,1.0,"Sep 4, 2017",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Studio Pivote,Original,4 min,G - All Ages,UNKNOWN,23192,0,UNKNOWN,45,https://cdn.myanimelist.net/images/anime/1476/133450.jpg
54529,Jianzhen da Heshang,UNKNOWN,鑑真大和尚,UNKNOWN,UNKNOWN,"In 742 A.D., the first year of Xuantianbao in Tang Dynasty, Japanese monks Rongrui and Puzhao heard of the reputation of Monk Jianzhen, and they went to Daming Temple in Yangzhou to meet with Monk Jianzhen and invited him to Japan to teach the Dharma. The Great Monk Zhen carried forward the Dharma for Dongdu. After five failures, including the death of his disciples, the obstruction of the government, and even blindness in both eyes, etc., he still did not change his ambition. He combined the then prosperous Chinese Buddhism with Chinese medicine, art, and architecture, literature, etc., were transmitted to Japan by water. Monk Jianzhen not only introduced precepts to complete the Japanese Vinaya sect, but also indirectly influenced the rise of two masters in the history of Japanese Buddhism—Kukairen of Shingon and Saicheng Master of Tendai Sect, and thus developed the development of Japanese Buddhism in the Heian and Ikura periods. Heyday. In terms of cultural influence, the architecture, sculpture, calligraphy, painting, medicine and even people's daily necessities introduced by the master Dongdu left the Tang culture with a precious and rich heritage in Japan. That is why Monk Jianzhen was praised as the ""giant of balance culture"" in Japan. Through the presentation of animation, this film hopes to introduce the public to understand the life of a generation of masters.

(Source: Baidu Encyclopedia, translated)",Movie,1.0,"May 7, 2010",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Unknown,1 hr 40 min,PG - Children,16838.0,24673,0,UNKNOWN,25,https://cdn.myanimelist.net/images/anime/1391/133455.jpg
54533,Mida,Dream,夢見,UNKNOWN,"Action, Award Winning, Drama",No description available for this anime.,Movie,1.0,"Nov 15, 2013",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Mixed media,1 hr 29 min,PG-13 - Teens 13 or older,18097.0,23935,0,UNKNOWN,39,https://cdn.myanimelist.net/images/anime/1461/133459.jpg
54534,Jinxing Ren Aiqing Gushi,Kinseijin Love Story,金星人愛情故事,UNKNOWN,"Comedy, Girls Love","Hsiao-Hsia, a girl in the fifth grade, pretends to be the ""Venusian"" with her closest friends in the summer vacation, and they are planning pranks on the adults who facing the problems in their relationship.

(Source: IMDB)",Movie,1.0,"Feb 24, 2019",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,20 min,G - All Ages,16931.0,20924,0,UNKNOWN,84,https://cdn.myanimelist.net/images/anime/1825/135674.jpg
54535,Kuromi's Pretty Journey,UNKNOWN,KUROMI’S PRETTY JOURNEY,6.29,"Comedy, Fantasy",Kuromi from Onegai My Melody travels around the world to find her missing sister Romina.,ONA,21.0,"Feb 17, 2023 to Mar 31, 2023",UNKNOWN,Finished Airing,Sanrio,UNKNOWN,Qzil.la,Unknown,2 min per ep,PG - Children,7458.0,11839,21,274.0,1304,https://cdn.myanimelist.net/images/anime/1398/133473.jpg
54536,Tao Wa Yuan Ji,The Frogville,桃蛙源記,UNKNOWN,Adventure,No description available for this anime.,Movie,1.0,"Oct 3, 2014",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,1 hr 25 min,UNKNOWN,12827.0,24642,0,UNKNOWN,31,https://cdn.myanimelist.net/images/anime/1535/133464.jpg
54538,Maiagaru Shio,Salt Lake Screaming,舞いあがる塩,UNKNOWN,Avant Garde,No description available for this anime.,Movie,1.0,2007,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,17 min,PG-13 - Teens 13 or older,17835.0,23842,0,UNKNOWN,40,https://cdn.myanimelist.net/images/anime/1348/133469.jpg
54539,Ki no Uta,Ouka,黄ノ歌,UNKNOWN,UNKNOWN,Music video for the song Ki no Uta by Dannie May.,Music,1.0,"Mar 9, 2022",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,3 min,G - All Ages,UNKNOWN,21889,0,UNKNOWN,64,https://cdn.myanimelist.net/images/anime/1155/133470.jpg
54540,Kamikaze,UNKNOWN,KAMIKAZE,UNKNOWN,UNKNOWN,Music video for the song Kamikaze by Dannie May.,Music,1.0,"Feb 15, 2023",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,3 min,G - All Ages,UNKNOWN,21643,0,UNKNOWN,69,https://cdn.myanimelist.net/images/anime/1402/133471.jpg
54541,Yomoyama Tanpenshuu,Yomoyama Short Stories,よもやま短編集,UNKNOWN,Slice of Life,"Set in a certain cafe, the unusual daily life of the clerk and customers.

(Source: YouTube)",Movie,1.0,2021,UNKNOWN,Finished Airing,Tamabi,UNKNOWN,UNKNOWN,Original,3 min,G - All Ages,14075.0,21980,0,UNKNOWN,62,https://cdn.myanimelist.net/images/anime/1490/133472.jpg
54544,Out of Sight,Out of Sight,敲敲,UNKNOWN,"Adventure, Fantasy, Slice of Life","Graduation Production made by three students graduated from the National Taiwan University of Arts.

The main character of little girl in the story confronts a robbery and strays from the road she is familiar with. After passing a hedge, she enters an unknown world and unfolds a magical adventure depending on senses other than vision and her imagination. With soft and cute colors as the main key, we used simple designs to depict the little girls' imaginary world.

(Source: Official site)",Movie,1.0,"Jul 31, 2010",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,5 min,G - All Ages,18775.0,21068,0,UNKNOWN,80,https://cdn.myanimelist.net/images/anime/1099/133483.jpg
54545,Goodme: Citron Tea,UNKNOWN,UNKNOWN,UNKNOWN,Avant Garde,No description available for this anime.,ONA,1.0,"Feb 14, 2023 to ?",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Steamworks,Original,2 min,G - All Ages,16136.0,20590,0,UNKNOWN,99,https://cdn.myanimelist.net/images/anime/1794/133494.jpg
54546,Dongzhi Yinghao Yan,UNKNOWN,冬至英豪宴,UNKNOWN,UNKNOWN,"Short commercials for China's largest retailer Jing Dong.

Many heroes went through great hardships to attend the banquet.

(Source: YouTube)",ONA,4.0,"Feb 13, 2023",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Steamworks,Original,30 sec per ep,G - All Ages,15653.0,21968,0,UNKNOWN,63,https://cdn.myanimelist.net/images/anime/1825/135607.jpg
54547,FIFA,FIFA,FIFA,UNKNOWN,Sports,"Football stars from all over the world pass the ball to each other and finally get together to celebrate the Chinese New Year.

(Source: YouTube)",ONA,1.0,"Feb 8, 2023",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Steamworks,Original,1 min,G - All Ages,15904.0,20715,0,UNKNOWN,92,https://cdn.myanimelist.net/images/anime/1631/135584.jpg
54548,Geudaelaseo,It's You,그대라서,UNKNOWN,UNKNOWN,Music video for the song Geudaelaseo by Shin Yong Jae and LUNA.,Music,1.0,"Dec 15, 2016",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,4 min,G - All Ages,UNKNOWN,22427,0,UNKNOWN,55,https://cdn.myanimelist.net/images/anime/1484/133484.jpg
54550,I Nolael Deul-eoyo,Listen To This Song,이 노랠 들어요,UNKNOWN,Avant Garde,Music video for the song I Nolael Deul-eoyo by Kassy.,Music,1.0,"Nov 19, 2017",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,4 min,G - All Ages,UNKNOWN,22901,0,UNKNOWN,49,https://cdn.myanimelist.net/images/anime/1468/135583.jpg
54551,Hado Old Man,When It Gets Too Old,하도 오래되면,UNKNOWN,UNKNOWN,Music video for the song Hado Old Man by Rose Motel.,Music,1.0,"Jul 24, 2013",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,4 min,PG-13 - Teens 13 or older,UNKNOWN,23296,0,UNKNOWN,44,https://cdn.myanimelist.net/images/anime/1477/133487.jpg
54552,Drive Me to the Moon (feat. Park Ji Yoon),Drive Me to the Moon (feat. Park Ji Yoon),Drive Me to the Moon (Feat. Park Ji Yoon(박지윤)),UNKNOWN,Avant Garde,Music video for the song Drive Me to the Moon by Nam Soo-rim feat. Park Ji Yoon.,Music,1.0,"Jul 24, 2012",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,3 min,PG-13 - Teens 13 or older,UNKNOWN,22523,0,UNKNOWN,54,https://cdn.myanimelist.net/images/anime/1065/133488.jpg
54553,Bulmang,Always Remember,불망 (不忘),UNKNOWN,UNKNOWN,Music video for the song Bulmang by TANY.,Music,1.0,"Jan 2, 2017",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,3 min,G - All Ages,UNKNOWN,22748,0,UNKNOWN,51,https://cdn.myanimelist.net/images/anime/1621/133489.jpg
54554,Naeil,A Better Day,내일,UNKNOWN,UNKNOWN,Music video for the song Naeil by TANY.,Music,1.0,"Jan 17, 2018",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,3 min,G - All Ages,UNKNOWN,22360,0,UNKNOWN,56,https://cdn.myanimelist.net/images/anime/1260/133490.jpg
54555,Mwonga Iss-eo,There Is Something,뭔가 있어,UNKNOWN,UNKNOWN,Music video for the song Mwonga Iss-eo by Jeong Se-woon.,Music,1.0,"May 11, 2018",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,1 min,G - All Ages,UNKNOWN,22913,0,UNKNOWN,49,https://cdn.myanimelist.net/images/anime/1371/133491.jpg
54556,Hot Babe,Hot Babe,Hot Babe,UNKNOWN,UNKNOWN,Music video for the song Hot Babe by SUPER JUNIOR-D&amp;E.,Music,1.0,"May 30, 2018",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,4 min,PG-13 - Teens 13 or older,UNKNOWN,22866,0,UNKNOWN,50,https://cdn.myanimelist.net/images/anime/1198/133492.jpg
54557,Kaigan,Crab Eyes,蟹眼,UNKNOWN,Avant Garde,"Sitting at a low table, a man stares at the pot in front of him. His body, affected by the bubbles that finally emerge, drowns in a hallucination of being chased by a one-armed girl.

(Source: Image Forum Festival)",Movie,1.0,2022,UNKNOWN,Finished Airing,Nihon University College of Art,UNKNOWN,UNKNOWN,Original,12 min,PG-13 - Teens 13 or older,17049.0,21050,0,UNKNOWN,80,https://cdn.myanimelist.net/images/anime/1972/133503.jpg
54558,Spicy Candy,UNKNOWN,スパイシーキャンディ,UNKNOWN,UNKNOWN,"Spicy is a young, sharp-tongued girl who sings about everyday trivial things, and lives with her black cat named Candy.

(Source: ANN)",ONA,UNKNOWN,"Dec 3, 2022 to ?",UNKNOWN,Currently Airing,"Toei Animation, REALCOFFEE ENTERTAINMENT",UNKNOWN,Fever Creations,Original,1 min,G - All Ages,20043.0,20785,0,UNKNOWN,90,https://cdn.myanimelist.net/images/anime/1289/133505.jpg
54559,"Hirogaru, Sekai",UNKNOWN,広がる、せかい,UNKNOWN,Drama,"Graduate Work by Tae Kuriya, Hiroshima City University.",Movie,1.0,2022,UNKNOWN,Finished Airing,Hiroshima City University,UNKNOWN,UNKNOWN,Original,10 min,UNKNOWN,16467.0,22061,0,UNKNOWN,61,https://cdn.myanimelist.net/images/anime/1530/133506.jpg
54560,25-pun de Oitsukeru: Shingeki no Kyojin,Attack on Titan in 25 Minutes,25分で追いつける！アニメ『進撃の巨人』,UNKNOWN,"Action, Drama, Fantasy, Mystery","25 minutes to catch up with the contents of Season 1 to The Final Season Part 2.

(Source: Official YouTube Channel)",ONA,1.0,"Feb 18, 2023",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Manga,25 min,R - 17+ (violence & profanity),0.0,0,0,UNKNOWN,0,https://cdn.myanimelist.net/images/anime/1773/133539.jpg
54562,Ooyukiumi no Kaina Special,Kaina of the Great Snow Sea Special Episode,大雪海のカイナ ダイジェスト,UNKNOWN,Fantasy,Summary of Ooyukiumi no Kaina world view and story...,Special,UNKNOWN,"Feb 18, 2023",UNKNOWN,Currently Airing,"Sony Pictures Entertainment, Dentsu, Fuji TV, BS Fuji, Crunchyroll, NetEase",UNKNOWN,Polygon Pictures,Mixed media,10 min,PG-13 - Teens 13 or older,0.0,0,2,UNKNOWN,0,https://cdn.myanimelist.net/images/anime/1600/133551.jpg
54563,Nijiiro no Mori,UNKNOWN,虹いろの森,UNKNOWN,"Fantasy, Slice of Life","Graduate Work 2022 by Akari Takeda, Tohoku University of Art and Design.",Movie,1.0,2022,UNKNOWN,Finished Airing,Tohoku University of Art and Design,UNKNOWN,UNKNOWN,Original,4 min,G - All Ages,18513.0,22073,0,UNKNOWN,61,https://cdn.myanimelist.net/images/anime/1752/133590.jpg
54564,Micchan,UNKNOWN,ミッちゃん,UNKNOWN,Slice of Life,"In a world where it has become quite difficult for people to see each other in real life, the virtual SNS ""Virtuapia"" is becoming the standard for social interaction. Akane, a fourth year university student, meets up with her childhood friend and best friend, Micchan, who has been absent from Virtuapia for a long time…

(Source: Official Site)",Movie,1.0,2021,UNKNOWN,Finished Airing,Musashino Art University,UNKNOWN,UNKNOWN,Original,21 min,G - All Ages,18089.0,23928,0,UNKNOWN,39,https://cdn.myanimelist.net/images/anime/1362/133591.jpg
54565,Tensei shitara Slime Datta Ken: Coleus no Yume,UNKNOWN,転生したらスライムだった件 コリウスの夢,UNKNOWN,"Action, Adventure, Comedy, Fantasy","The story takes place between the first and second season, where Rimuru confronts the swirling conspiracies in the Coleus kingdom.

(Source: MAL News)",OVA,3.0,Oct 2023 to ?,UNKNOWN,Not yet aired,UNKNOWN,UNKNOWN,8bit,Manga,Unknown,PG-13 - Teens 13 or older,UNKNOWN,3959,121,UNKNOWN,27538,https://cdn.myanimelist.net/images/anime/1570/135813.jpg
54566,Tobacco Kumo,UNKNOWN,烟草雲,UNKNOWN,Drama,"Graduate Work 2022 by Natumi Ueta, Musashino Art University, Imaging Arts and Sciences.",Movie,1.0,2022,UNKNOWN,Finished Airing,Musashino Art University,UNKNOWN,UNKNOWN,Original,11 min,G - All Ages,12994.0,21833,0,UNKNOWN,65,https://cdn.myanimelist.net/images/anime/1017/133593.jpg
54567,Shikori Empathy,UNKNOWN,痼 empathy,UNKNOWN,"Avant Garde, Drama","Graduate Work 2022 by Nichika Sakai, Musashino Art University, Imaging Arts and Sciences.",Movie,1.0,2022,UNKNOWN,Finished Airing,Musashino Art University,UNKNOWN,UNKNOWN,Original,6 min,R+ - Mild Nudity,19678.0,21828,0,UNKNOWN,65,https://cdn.myanimelist.net/images/anime/1219/133595.jpg
54568,Kingyo no Isshou,Short and Happy Life of a Goldfish,金魚の一生,UNKNOWN,Slice of Life,"An elementary school student named Mitsui won a goldfish at a summer festival. He took it home as a pet, and for a while, it attracted his attention. However, once he received a pet a turtle for Christmas, he began to lose interest in the goldfish.

(Source: Official Site)",Movie,1.0,1993,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,18 min,PG - Children,17317.0,23429,0,UNKNOWN,43,https://cdn.myanimelist.net/images/anime/1519/133596.jpg
54572,All the Little Things,All the Little Things,All the little things,UNKNOWN,UNKNOWN,"A music video for the song All the Little Things illustrated by Yuko and animated by Ryoko for Yuko Ando's album ""Kongtong Recordings"".",Music,1.0,"Nov 17, 2021",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,5 min,G - All Ages,UNKNOWN,22873,0,UNKNOWN,49,https://cdn.myanimelist.net/images/anime/1503/133602.jpg
54573,Anapoko,UNKNOWN,穴ポコ,UNKNOWN,Avant Garde,"After graduating from Tama Art University, Nakajima made this work with the intention of submitting to the Sogetsu Animation Festival. Without much funding to work with, Nakajima devised the technique ""Kaki-mation,"" a method of drawing directly on 35mm film. At this time, he frequented Studio Zero—the formative mainstream animation production company of the period.

(Source: Collaborative Cataloging Japan)",Movie,1.0,1963,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,6 min,G - All Ages,0.0,0,0,UNKNOWN,0,https://cdn.myanimelist.net/images/anime/1478/133603.jpg
54574,Seizoki,UNKNOWN,精造機,UNKNOWN,Avant Garde,"This is an animation using the ""Kaki-mation"" technique. This piece can be shown as a multiscreen piece with 3 screens.

(Source: Collaborative Cataloging Japan)",Movie,1.0,1964,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,4 min,G - All Ages,0.0,0,0,UNKNOWN,0,https://cdn.myanimelist.net/images/anime/1202/133604.jpg
54575,Wo Shi Zhi Xiao Xiaoniao (2013),A Little Bird,我是隻小小鳥,UNKNOWN,UNKNOWN,No description available for this anime.,Movie,1.0,"Oct 4, 2013",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Hu Po Donghua,Original,1 hr 33 min,PG - Children,13415.0,24672,0,UNKNOWN,25,https://cdn.myanimelist.net/images/anime/1114/133605.jpg
54576,Wo Shi Zhi Xiao Xiaoniao,A Little Bird,我是隻小小鳥,UNKNOWN,UNKNOWN,No description available for this anime.,Movie,1.0,"Mar 20, 2011",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Hu Po Donghua,Original,4 min,PG - Children,13414.0,24639,0,UNKNOWN,30,https://cdn.myanimelist.net/images/anime/1387/133606.jpg
54580,Caterpillar,UNKNOWN,Catterpillar,UNKNOWN,Avant Garde,"Truth and essence fade with too many people, too many things, too much information. As a result, many stop thinking and lose their imagination.
The constructed values ​​are saturated, and in order for a handful of things to survive, the unnecessary things exist as if they are necessary, and the rules and reasons for wasting them are defined.

People who are just drifting away without realizing the values ​​that are being forced on them. Unconsciously or out of indifference. In a world of ambiguous circumstances, even though I know the shadow of prosperity that seeks abundance, I question it while being bound by the past. If you try to seek new thoughts, there is nothing there and you feel uneasy.
If you can turn your eyes to a new world from there.

(Source: Official site)",Movie,1.0,2013,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,17 min,UNKNOWN,15103.0,24717,0,UNKNOWN,15,https://cdn.myanimelist.net/images/anime/1000/133627.jpg
54581,Affordance,UNKNOWN,affordance,UNKNOWN,Avant Garde,"Can people feel what lies beyond the action of being ""afforded""?
If it does, can humans grow to change the outcome? 

(Source: Official site)",Movie,1.0,2016,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,18 min,UNKNOWN,14467.0,24706,0,UNKNOWN,16,https://cdn.myanimelist.net/images/anime/1345/133628.jpg
54582,Tōkyōgasu `shirokuma no shiri tori'-hen TVCM,"Tokyo Gas ""Polar Bear Shiritori"" TV commercial",​東京ガス　「シロクマのしりとり」篇　TVCM,UNKNOWN,UNKNOWN,"By depicting the daily lives of two polar bears, this commercial raises awareness of the issue of global warming and promotes efforts to recycle CO2 and synthesize methane, the main component of city gas (methanation).",Special,1.0,"Nov 24, 2022",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,30 sec,G - All Ages,0.0,0,0,UNKNOWN,0,https://cdn.myanimelist.net/images/anime/1612/133630.jpg
54583,Love Letter,UNKNOWN,LOVE LETTER,UNKNOWN,Romance,A short film by Tomoyasu Murata Company that played during costume changes between songs during Ai Otsuka's LOVE LETTER TOUR 2009.,Movie,1.0,2009,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Tomoyasu Murata Company,Original,19 min,UNKNOWN,17768.0,24672,0,UNKNOWN,26,https://cdn.myanimelist.net/images/anime/1461/133631.jpg
54591,"Kimetsu no Yaiba: Jougen Shuuketsu, Soshite Katanakaji no Sato e",Demon Slayer: Kimetsu no Yaiba - To the Swordsmith Village,「鬼滅の刃」上弦集結、そして刀鍛冶の里へ,7.58,"Action, Fantasy","A feature-length cut of episodes 10 and 11 of Yuukaku-hen (Entertainment District Arc), and the extended episode 1 of Katanakaji no Sato-hen (Swordsmith Village Arc).

(Source: Aniplex of America)",Movie,1.0,"Feb 3, 2023",UNKNOWN,Finished Airing,Aniplex,Aniplex of America,ufotable,Manga,1 hr 50 min,R - 17+ (violence & profanity),1441.0,2230,400,30360.0,79585,https://cdn.myanimelist.net/images/anime/1566/133666.jpg
54594,Stand By Me Doraemon Specials,UNKNOWN,STAND BY ME ドラえもん,UNKNOWN,Comedy,Previously unreleased scenes included as a bonus with Stand By Me Doraemon Blu-ray.,Special,3.0,"Feb 18, 2015",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Manga,40 sec per ep,PG - Children,20058.0,22087,0,UNKNOWN,61,https://cdn.myanimelist.net/images/anime/1585/133675.jpg
54595,Kage no Jitsuryokusha ni Naritakute! 2nd Season,The Eminence in Shadow Season 2,陰の実力者になりたくて！ 2nd Season,UNKNOWN,"Action, Comedy, Fantasy","Everything has been going according to plan, but the hour of awakening draws near. Cid Kageno and Shadow Garden investigate the Lawless City, a cesspool where the red moon hangs low in the sky and three powerful monarchs rule the streets. The true draw for Cid, however, is one who can draw blood–the Blood Queen, a vampire who has slumbered in her coffin for eons. Her awakening approaches, and Cid could finally face a day of reckoning.

(Source: HIDIVE)

Episode 1 was previewed at a screening at Anime Expo on July 1, 2023. Regular broadcasting began in October 2023.",TV,12.0,Oct 2023 to ?,fall 2023,Not yet aired,UNKNOWN,UNKNOWN,Nexus,Light novel,Unknown,R - 17+ (violence & profanity),UNKNOWN,2233,706,UNKNOWN,79644,https://cdn.myanimelist.net/images/anime/1892/133677.jpg
